"ID","CategoryID","Title","Authors","ISBN","URL"
"20562","12","Я хочу больше идей!","Стив Роулинг","","https://www.mann-ivanov-ferber.ru/books/ya-xochu-bolshe-idej/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20843","14","Улыбочку, Красная Шапочка!","Ришар Марнье, Од Морель","","https://www.mann-ivanov-ferber.ru/books/ulyibochku-krasnaya-shapochka/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20668","28","Дневники Вишенки. Богиня без лица. Том 4","Жорис Шамблен, Орели Нейре","","https://www.mann-ivanov-ferber.ru/books/dnevniki-vishenki-boginya-bez-lica/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20973","28","Фрейд","Корин Майер, Анна Симон","","https://www.mann-ivanov-ferber.ru/books/komiksyi/2018/frejd/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21037","14","Мои сокровища","Элис Мелвин","","https://www.mann-ivanov-ferber.ru/books/moi-sokrovishha/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21050","14","Ты сильнее, чем ты думаешь","Гершен Кауфман, Лев Рафаэль, Памела Эспеланд","","https://www.mann-ivanov-ferber.ru/books/tyi-silnee-chem-tyi-dumaesh/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"21027","14","Вместе с Полиной","Дидье Дюфресн, Армель Модере","","https://www.mann-ivanov-ferber.ru/books/vmeste-s-polinoj/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20216","11","Сверхчувствительные люди","Тед Зефф","","https://www.mann-ivanov-ferber.ru/books/sverxchuvstvitelnyie-lyudi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20186","9","Как выжить среди мудаков","Роберт  Саттон","","https://www.mann-ivanov-ferber.ru/books/kak-vyizhit-sredi-mudakov/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20197","12","Живопись маслом","Грег Кройц","","https://www.mann-ivanov-ferber.ru/books/zhivopis-maslom/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20955","14","Фиксики. Общение","","","https://www.mann-ivanov-ferber.ru/books/fiksiki-obshhenie/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"19253","21","Сдвиг","Джой Ито, Джефф Хоуи","","https://www.mann-ivanov-ferber.ru/books/sdvig/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20863","14","Военный костюм сквозь времена и страны","Анн-Флоранс Лемассон, Доминик Эрард","","https://www.mann-ivanov-ferber.ru/books/voennyij-kostyum-skvoz-vremena-i-stranyi/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20894","14","50 шагов к себе","Обре Эндрюс, Карен Блат","","https://www.mann-ivanov-ferber.ru/books/50-shagov-k-sebe/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20547","11","Управляй гормонами счастья","Лоретта Грациано Бройнинг","","https://www.mann-ivanov-ferber.ru/books/upravlyaj_gormonami_schastya/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20181","10","Стратегия e-mail-маркетинга","Виталий Александров","","https://www.mann-ivanov-ferber.ru/books/strategiya-e-mail-marketinga/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20812","12","Вы сможете нарисовать это за 30 минут","Марк Кистлер","","https://www.mann-ivanov-ferber.ru/books/vyi-smozhete-narisovat-eto-za-30-minut/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20952","14","Фиксики. Электричество","","","https://www.mann-ivanov-ferber.ru/books/fiksiteka-elektrichestvo/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20953","14","Фиксики. Игрушки","","","https://www.mann-ivanov-ferber.ru/books/fiksiki-igrushki/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20954","14","Фиксики. Механика","","","https://www.mann-ivanov-ferber.ru/books/children/2018/fiksiteka_mexanika/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20956","14","Фиксики. Творчество","","","https://www.mann-ivanov-ferber.ru/books/fiksiki-tvorchestvo/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20866","14","Футбол","Александр Муйжнек, Анастасия Батищева","","https://www.mann-ivanov-ferber.ru/books/futbol/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20798","14","Тракторенок, который хочет уснуть","Карл-Йохан Форссен Эрлин","","https://www.mann-ivanov-ferber.ru/books/traktorenok-kotoryij-xochet-usnut/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"11035","12","Литературный мастер-класс","Юрген Вольф","","https://www.mann-ivanov-ferber.ru/books/sekreti_velikih_pisatelej/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20868","14","Вокруг света за 80 головоломок","Александра Артымовска","","https://www.mann-ivanov-ferber.ru/books/vokrug-sveta-za-80-golovolomok/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
"20537","11","Космос. Agile-ежедневник для личного развития","Катерина Ленгольд","","https://www.mann-ivanov-ferber.ru/books/kosmos-agile-cherniy/?buytab=paperbook&utm_source=ya.market&utm_medium=cpc&utm_campaign=market"
